City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
72,Rudbar,AF,2021-08-08 23:37:31,30.15,62.6,84.78,19,0,10.2
73,Waingapu,ID,2021-08-08 23:37:32,-9.6567,120.2641,78.49,63,68,10.94
74,Aguadilla,PR,2021-08-08 23:37:32,18.4275,-67.1541,83.59,86,90,5.01
75,Iqaluit,CA,2021-08-08 23:37:32,63.7506,-68.5145,42.53,93,90,9.22
76,Christchurch,NZ,2021-08-08 23:32:47,-43.5333,172.6333,41.92,88,75,5.99
77,Caravelas,BR,2021-08-08 23:37:33,-17.7125,-39.2481,68.13,84,0,5.75
78,Longyearbyen,SJ,2021-08-08 23:37:33,78.2186,15.6401,40.84,93,75,6.91
79,Sorland,NO,2021-08-08 23:37:34,67.667,12.6934,56.89,86,70,9.62
80,Gamovo,RU,2021-08-08 23:37:34,57.8652,56.1056,47.82,100,20,4.47
81,Nikolskoye,RU,2021-08-08 23:37:34,59.7035,30.7861,62.49,97,99,4.92
82,Lufilufi,WS,2021-08-08 23:37:35,-13.8745,-171.5986,87.58,78,83,18.43
83,Mitsamiouli,KM,2021-08-08 23:37:35,-11.3847,43.2844,76.14,64,6,6.02
84,Kayerkan,RU,2021-08-08 23:37:35,69.3497,87.7602,55.44,71,0,9.31
85,Tual,ID,2021-08-08 23:37:36,-5.6667,132.75,79.75,80,100,18.41
86,Khatanga,RU,2021-08-08 23:37:36,71.9667,102.5,53.06,74,100,11.72
87,Bredasdorp,ZA,2021-08-08 23:37:37,-34.5322,20.0403,52.92,87,100,12.66
88,Grand Gaube,MU,2021-08-08 23:37:37,-20.0064,57.6608,68.4,89,87,3.0
89,Otane,NZ,2021-08-08 23:37:38,-39.8833,176.6333,45.01,75,100,16.73
90,Punta Arenas,CL,2021-08-08 23:37:38,-53.15,-70.9167,41.11,75,90,11.5
91,Bairiki,KI,2021-08-08 23:37:38,1.3292,172.9752,87.8,62,20,9.22
92,Hami,CN,2021-08-08 23:37:39,42.8,93.45,80.08,29,100,4.12
93,Upernavik,GL,2021-08-08 23:37:39,72.7868,-56.1549,41.16,85,99,3.51
94,Geraldton,AU,2021-08-08 23:37:39,-28.7667,114.6,61.21,94,90,10.36
95,Coihaique,CL,2021-08-08 23:37:40,-45.5752,-72.0662,39.15,75,20,3.44
96,Durban,ZA,2021-08-08 23:37:40,-29.8579,31.0292,66.02,45,0,4.0
97,Bethel,US,2021-08-08 23:35:06,41.3712,-73.414,77.29,79,75,4.61
98,Misratah,LY,2021-08-08 23:37:40,32.3754,15.0925,80.67,73,0,11.72
99,Belogorsk,RU,2021-08-08 23:37:41,50.9158,128.4611,55.74,80,100,7.54
100,Muros,ES,2021-08-08 23:37:41,42.7762,-9.0603,63.23,85,99,4.61
101,Japura,ID,2021-08-08 23:37:41,-0.3167,102.35,76.46,88,75,0.69
102,Tuktoyaktuk,CA,2021-08-08 23:37:42,69.4541,-133.0374,50.0,71,75,6.91
103,Port-Gentil,GA,2021-08-08 23:33:48,-0.7193,8.7815,75.16,94,75,6.91
104,Thompson,CA,2021-08-08 23:37:42,55.7435,-97.8558,69.96,68,75,8.05
105,Katiola,CI,2021-08-08 23:37:42,8.1333,-5.1,74.03,93,95,4.18
106,Juarez,MX,2021-08-08 23:36:29,31.7333,-106.4833,100.18,19,40,1.01
107,Sola,VU,2021-08-08 23:37:43,-13.8833,167.55,75.87,88,90,0.0
108,Korla,CN,2021-08-08 23:37:43,41.7597,86.1469,76.14,39,86,9.28
109,Butaritari,KI,2021-08-08 23:37:44,3.0707,172.7902,83.75,60,46,11.32
110,Binga,ZW,2021-08-08 23:37:44,-17.6203,27.3414,62.06,46,0,1.39
111,Guaraniacu,BR,2021-08-08 23:37:44,-25.1008,-52.8781,58.86,61,10,1.95
112,Pevek,RU,2021-08-08 23:36:45,69.7008,170.3133,37.54,81,27,10.87
113,Hailey,US,2021-08-08 23:37:45,43.5196,-114.3153,78.66,36,1,9.22
114,Thoen,TH,2021-08-08 23:37:45,17.6129,99.2161,76.12,93,98,1.72
115,Kodiak,US,2021-08-08 23:37:45,57.79,-152.4072,63.91,55,75,11.5
116,Nome,US,2021-08-08 23:37:46,64.5011,-165.4064,59.07,68,90,19.57
117,Shimoda,JP,2021-08-08 23:37:46,34.6667,138.95,82.76,94,71,22.7
118,Rafraf,TN,2021-08-08 23:37:46,37.1904,10.1837,82.72,77,77,14.83
119,Namanga,KE,2021-08-08 23:37:47,-2.5433,36.7905,64.62,65,98,2.93
120,Constitucion,CL,2021-08-08 23:37:47,-35.3333,-72.4167,48.25,72,100,2.62
121,Camocim,BR,2021-08-08 23:37:47,-2.9022,-40.8411,79.47,73,16,18.3
122,Lazaro Cardenas,MX,2021-08-08 23:37:47,17.9583,-102.2,83.53,78,77,7.09
123,Paamiut,GL,2021-08-08 23:33:30,61.994,-49.6678,43.36,88,98,0.25
124,Edd,ER,2021-08-08 23:37:48,13.9297,41.6925,90.82,60,97,0.2
125,Mar Del Plata,AR,2021-08-08 23:37:48,-38.0023,-57.5575,48.22,76,0,9.22
126,Mezhdurechensk,RU,2021-08-08 23:37:49,53.6942,88.0603,59.09,85,19,2.68
127,Hazaribag,IN,2021-08-08 23:37:49,23.9833,85.35,74.57,88,77,2.91
128,Adrar,MR,2021-08-08 23:37:49,20.5022,-10.0711,86.95,20,9,10.8
129,Yenagoa,NG,2021-08-08 23:37:50,4.9247,6.2642,72.46,93,100,2.68
130,Omboue,GA,2021-08-08 23:37:50,-1.5746,9.2618,72.91,87,51,7.85
131,Bengkulu,ID,2021-08-08 23:37:50,-3.8004,102.2655,76.37,87,62,3.98
132,Ahlat,TR,2021-08-08 23:37:51,38.7518,42.4814,67.51,49,4,4.25
133,Lagoa,PT,2021-08-08 23:37:51,39.05,-27.9833,71.44,87,9,18.5
134,Labuhan,ID,2021-08-08 23:37:51,-6.8844,112.2051,78.67,84,40,7.7
135,Esperance,AU,2021-08-08 23:37:52,-33.8667,121.9,58.84,74,1,20.54
136,Leningradskiy,RU,2021-08-08 23:37:52,69.3833,178.4167,40.55,75,28,18.16
137,Avera,US,2021-08-08 23:37:07,33.194,-82.5271,93.07,73,91,4.32
138,Wote,KE,2021-08-08 23:37:53,-1.7808,37.6288,62.55,73,93,2.42
139,Morros,BR,2021-08-08 23:37:53,-9.4467,-46.3003,74.28,40,1,5.66
140,Olafsvik,IS,2021-08-08 23:37:53,64.8945,-23.7142,56.01,82,100,9.75
141,Sakakah,SA,2021-08-08 23:34:07,29.9697,40.2064,89.17,22,0,8.16
142,Tautira,PF,2021-08-08 23:37:54,-17.7333,-149.15,84.22,76,29,9.66
143,Pangody,RU,2021-08-08 23:37:54,65.85,74.4859,54.14,82,5,14.7
144,Saint-Philippe,RE,2021-08-08 23:37:55,-21.3585,55.7679,67.21,88,41,8.81
145,Pizarro,CO,2021-08-08 23:37:55,4.9533,-77.366,77.76,87,73,5.28
146,Jamestown,US,2021-08-08 23:37:22,42.097,-79.2353,81.72,73,1,5.75
147,Lakatoro,VU,2021-08-08 23:37:55,-16.0999,167.4164,77.95,72,100,14.41
148,Vila Velha,BR,2021-08-08 23:37:56,-20.3297,-40.2925,64.35,94,75,2.3
149,Pachino,IT,2021-08-08 23:37:56,36.7186,15.0907,77.04,70,0,7.07
150,Clyde River,CA,2021-08-08 23:37:56,70.4692,-68.5914,44.83,87,90,13.8
151,San Clemente,US,2021-08-08 23:37:57,33.427,-117.612,99.39,78,27,3.0
152,Bambous Virieux,MU,2021-08-08 23:37:57,-20.3428,57.7575,68.25,94,75,3.44
153,Mandalgovi,MN,2021-08-08 23:37:57,45.7625,106.2708,54.75,62,11,18.14
154,Sao Joao Da Barra,BR,2021-08-08 23:37:58,-21.6403,-41.0511,69.28,81,20,13.09
155,Pozo Colorado,PY,2021-08-08 23:37:58,-23.4923,-58.7972,78.44,32,1,6.44
156,Katsuura,JP,2021-08-08 23:37:58,35.1333,140.3,86.11,88,88,26.44
157,El Alto,PE,2021-08-08 23:37:59,-4.2714,-81.2147,63.23,81,4,18.59
158,Lata,PT,2021-08-08 23:33:55,40.1629,-8.3327,60.06,97,4,1.54
159,Sao Joao Batista,BR,2021-08-08 23:37:59,-27.2761,-48.8494,64.26,99,4,1.3
160,Qaqortoq,GL,2021-08-08 23:38:00,60.7167,-46.0333,48.7,87,9,11.86
161,Ciudad Bolivar,VE,2021-08-08 23:38:00,8.1222,-63.5497,80.49,78,97,1.92
162,Kongoussi,BF,2021-08-08 23:38:00,13.3258,-1.5347,84.15,59,86,8.46
163,Russell,US,2021-08-08 23:38:01,32.3502,-85.1999,90.97,66,1,0.0
164,Bakel,SN,2021-08-08 23:38:01,14.905,-12.4568,79.21,83,92,11.5
165,Bafoulabe,ML,2021-08-08 23:38:01,13.8065,-10.8321,74.1,97,100,4.97
166,Qingdao,CN,2021-08-08 23:38:01,36.0986,120.3719,74.8,88,100,2.24
167,Nanortalik,GL,2021-08-08 23:38:02,60.1432,-45.2371,42.93,92,36,12.5
168,Saldanha,ZA,2021-08-08 23:37:57,-33.0117,17.9442,55.45,81,100,20.51
169,Saint-Augustin,CA,2021-08-08 23:38:02,51.226,-58.6502,56.98,73,3,5.84
170,Strezhevoy,RU,2021-08-08 23:38:03,60.7333,77.5889,62.58,68,100,6.31
171,Meulaboh,ID,2021-08-08 23:38:03,4.1363,96.1285,76.33,91,96,6.2
172,Lebu,CL,2021-08-08 23:38:03,-37.6167,-73.65,44.29,83,5,4.7
173,Dikson,RU,2021-08-08 23:38:03,73.5069,80.5464,41.59,98,2,7.85
174,Freudenberg,DE,2021-08-08 23:38:04,50.9,7.8667,55.9,97,32,4.27
175,Petropavlovsk-Kamchatskiy,RU,2021-08-08 23:38:04,53.0452,158.6483,61.39,63,40,2.24
176,Hasaki,JP,2021-08-08 23:38:04,35.7333,140.8333,86.4,80,70,24.47
177,Romny,UA,2021-08-08 23:38:05,50.751,33.4747,64.35,78,0,9.24
178,Akureyri,IS,2021-08-08 23:38:05,65.6835,-18.0878,49.93,93,20,0.0
179,Cabo San Lucas,MX,2021-08-08 23:37:00,22.8909,-109.9124,90.61,70,40,1.01
180,Bubaque,GW,2021-08-08 23:38:05,11.2833,-15.8333,76.87,88,100,8.19
181,Dunedin,NZ,2021-08-08 23:38:06,-45.8742,170.5036,41.81,70,82,4.0
182,Torbay,CA,2021-08-08 23:35:29,47.6666,-52.7314,55.67,93,90,14.97
183,Amudat,UG,2021-08-08 23:38:06,1.95,34.95,65.66,83,61,3.42
184,Gombong,ID,2021-08-08 23:38:07,-7.6072,109.5142,76.86,89,29,2.04
185,Atikokan,CA,2021-08-08 23:38:07,48.7555,-91.6216,82.89,47,67,4.81
186,Luderitz,NA,2021-08-08 23:38:07,-26.6481,15.1594,54.27,86,70,7.27
187,Durango,MX,2021-08-08 23:38:06,24.8333,-104.8333,79.75,31,19,9.46
188,Wolfenbuttel,DE,2021-08-08 23:38:08,52.1667,10.55,59.56,79,57,4.0
189,Kon Tum,VN,2021-08-08 23:35:50,14.35,108.0,74.55,96,79,1.83
190,Ilulissat,GL,2021-08-08 23:38:08,69.2167,-51.1,44.62,81,75,5.75
191,Turhal,TR,2021-08-08 23:34:28,40.3875,36.0811,66.18,93,93,2.19
192,Stornoway,GB,2021-08-08 23:38:09,58.2093,-6.3865,57.92,94,75,13.8
193,Ixtapa,MX,2021-08-08 23:38:09,20.7,-105.2,87.03,70,75,10.36
194,Coahuayana,MX,2021-08-08 23:38:09,18.7333,-103.6833,85.48,74,55,7.27
195,Chuy,UY,2021-08-08 23:38:10,-33.6971,-53.4616,57.13,96,98,11.21
196,Lorengau,PG,2021-08-08 23:38:10,-2.0226,147.2712,83.61,73,64,9.1
197,Morondava,MG,2021-08-08 23:38:10,-20.2833,44.2833,65.98,57,0,7.76
198,Markova,UA,2021-08-08 23:38:11,48.6758,24.4138,65.25,63,35,3.87
199,Puerto Baquerizo Moreno,EC,2021-08-08 23:38:11,-0.9,-89.6,69.76,80,29,14.99
200,Hualmay,PE,2021-08-08 23:38:11,-11.0964,-77.6139,62.47,82,40,13.06
201,Bethanien,NA,2021-08-08 23:38:11,-26.502,17.1583,52.29,43,20,8.03
202,Pemangkat,ID,2021-08-08 23:38:12,1.1667,108.9667,79.05,85,89,4.5
203,Mandurah,AU,2021-08-08 23:38:12,-32.55,115.7,59.25,55,99,26.06
204,Bintulu,MY,2021-08-08 23:38:12,3.1667,113.0333,75.61,94,40,2.3
205,Tirodi,IN,2021-08-08 23:38:13,21.6833,79.7,76.14,91,90,2.82
206,Saskylakh,RU,2021-08-08 23:38:13,71.9167,114.0833,60.62,60,100,6.31
207,Umm Kaddadah,SD,2021-08-08 23:38:13,13.6017,26.6876,81.23,56,91,10.38
208,Arraial Do Cabo,BR,2021-08-08 23:38:14,-22.9661,-42.0278,69.08,83,8,24.58
209,Taoudenni,ML,2021-08-08 23:38:14,22.6783,-3.9836,100.63,10,9,14.41
210,Isangel,VU,2021-08-08 23:37:42,-19.55,169.2667,75.31,64,75,11.5
211,San Lawrenz,MT,2021-08-08 23:38:15,36.0553,14.204,80.85,85,0,3.0
212,Abu Samrah,SY,2021-08-08 23:38:15,35.3029,37.1841,76.21,63,0,12.57
213,Roebourne,AU,2021-08-08 23:38:15,-20.7833,117.1333,70.16,45,29,6.24
214,Xining,CN,2021-08-08 23:38:16,36.6167,101.7667,58.64,71,86,1.79
215,Salalah,OM,2021-08-08 23:38:16,17.0151,54.0924,77.09,100,90,3.44
216,Batamshinskiy,KZ,2021-08-08 23:38:16,50.5594,58.2747,55.38,64,1,6.38
217,Mayya,RU,2021-08-08 23:38:17,61.7333,130.2811,60.12,35,91,8.39
218,Kavieng,PG,2021-08-08 23:38:17,-2.5744,150.7967,83.86,69,93,10.98
219,Cherskiy,RU,2021-08-08 23:38:17,68.75,161.3,61.86,31,40,3.06
220,Varna,BG,2021-08-08 23:38:17,43.2167,27.9167,71.44,94,0,4.61
221,Preobrazheniye,RU,2021-08-08 23:38:18,42.9019,133.9064,68.36,69,100,16.51
222,Leeuwarden,NL,2021-08-08 23:38:18,53.2014,5.8086,60.98,93,75,9.22
223,Ostrovnoy,RU,2021-08-08 23:38:18,68.0531,39.5131,49.24,79,0,8.19
224,Hirara,JP,2021-08-08 23:38:19,24.8,125.2833,80.46,100,75,5.75
225,Millau,FR,2021-08-08 23:38:19,44.0833,2.9167,57.4,84,0,2.8
226,Cayenne,GF,2021-08-08 23:38:19,4.9333,-52.3333,82.09,84,0,5.99
227,Kirakira,SB,2021-08-08 23:38:20,-10.4544,161.9205,82.49,74,46,5.39
228,General Roca,AR,2021-08-08 23:38:20,-39.0333,-67.5833,50.4,28,89,7.54
229,Hamilton,US,2021-08-08 23:38:20,39.1834,-84.5333,87.19,61,1,1.01
230,Provideniya,RU,2021-08-08 23:38:21,64.3833,-173.3,48.31,71,75,11.18
231,Codrington,AU,2021-08-08 23:38:21,-38.2667,141.9667,52.68,72,98,13.65
232,Margate,GB,2021-08-08 23:35:35,51.3813,1.3862,59.31,84,53,1.99
233,Narsaq,GL,2021-08-08 23:38:21,60.9167,-46.05,48.42,78,10,5.39
234,Tiarei,PF,2021-08-08 23:38:22,-17.5333,-149.3333,84.22,75,15,11.1
235,Port Hardy,CA,2021-08-08 23:38:22,50.6996,-127.4199,60.98,88,90,10.36
236,Cherat,PK,2021-08-08 23:38:22,33.8233,71.8915,66.13,69,7,4.94
237,Luorong,CN,2021-08-08 23:38:23,24.4058,109.6086,82.08,87,100,1.63
238,Namibe,AO,2021-08-08 23:38:23,-15.1961,12.1522,62.83,81,45,5.88
239,Coffs Harbour,AU,2021-08-08 23:34:51,-30.3,153.1333,59.13,86,90,8.05
240,Sitka,US,2021-08-08 23:38:24,57.0531,-135.33,60.69,77,90,9.22
241,Tabas,IR,2021-08-08 23:38:24,33.5959,56.9244,85.86,16,0,4.5
242,Hit,IQ,2021-08-08 23:38:24,33.6416,42.8251,90.21,23,0,10.13
243,Mareeba,AU,2021-08-08 23:37:50,-17.0,145.4333,72.45,71,41,7.85
244,Ust-Kuyga,RU,2021-08-08 23:38:25,70.0167,135.6,77.54,32,69,3.53
245,Kroya,ID,2021-08-08 23:38:25,-7.6331,109.2461,77.38,89,52,2.1
246,Vestmannaeyjar,IS,2021-08-08 23:38:25,63.4427,-20.2734,56.16,80,87,7.58
247,Fortuna,US,2021-08-08 23:38:26,40.5982,-124.1573,88.2,67,20,1.99
248,Velikiy Ustyug,RU,2021-08-08 23:38:26,60.7644,46.3106,55.18,97,100,8.66
249,Praia Da Vitoria,PT,2021-08-08 23:38:26,38.7333,-27.0667,71.85,94,75,16.8
250,Bandeirantes,BR,2021-08-08 23:38:26,-23.11,-50.3675,67.12,47,31,4.83
251,Bluff,NZ,2021-08-08 23:37:49,-46.6,168.3333,39.79,82,96,15.9
252,Tromso,NO,2021-08-08 23:34:56,69.6496,18.957,63.25,82,75,2.3
253,Jacareacanga,BR,2021-08-08 23:38:27,-6.2222,-57.7528,82.4,38,37,0.38
254,Salta,AR,2021-08-08 23:38:27,-24.7859,-65.4117,68.29,44,0,4.0
255,Kehl,DE,2021-08-08 23:38:28,48.573,7.8152,59.2,82,0,4.61
256,Nantucket,US,2021-08-08 23:38:28,41.2835,-70.0995,77.14,81,1,3.44
257,Birao,CF,2021-08-08 23:33:42,10.2849,22.7882,69.08,97,100,3.62
258,Okhotsk,RU,2021-08-08 23:38:28,59.3833,143.3,64.76,68,33,10.36
259,Ekhabi,RU,2021-08-08 23:38:29,53.5102,142.9671,61.03,56,10,3.65
260,Kapoeta,SS,2021-08-08 23:38:29,4.7717,33.5903,70.79,89,100,5.99
261,Vallenar,CL,2021-08-08 23:38:29,-28.5708,-70.7581,51.57,62,0,2.13
262,Verkhnyaya Inta,RU,2021-08-08 23:38:30,65.9811,60.3094,47.21,96,100,3.58
263,Chino Valley,US,2021-08-08 23:38:30,34.7575,-112.4538,95.52,19,1,5.99
264,Terrace,CA,2021-08-08 23:38:30,54.5163,-128.6035,69.71,60,75,8.05
265,Merauke,ID,2021-08-08 23:38:31,-8.4667,140.3333,78.8,80,97,13.89
266,Gushikawa,JP,2021-08-08 23:38:31,26.3544,127.8686,80.19,94,40,11.5
267,Beira,MZ,2021-08-08 23:35:57,-19.8436,34.8389,64.45,86,0,4.18
268,Mount Gambier,AU,2021-08-08 23:33:40,-37.8333,140.7667,49.91,81,40,9.22
269,Eganville,CA,2021-08-08 23:38:32,45.5334,-77.0994,75.51,93,100,5.23
270,Gizo,SB,2021-08-08 23:38:32,-8.103,156.8419,82.44,69,45,4.41
271,Rio Branco,BR,2021-08-08 23:38:33,-9.9747,-67.81,84.81,51,2,4.61
272,Egvekinot,RU,2021-08-08 23:38:33,66.3167,-179.1667,48.97,52,77,14.07
273,Ulaangom,MN,2021-08-08 23:38:33,49.9811,92.0667,62.53,63,97,1.88
274,Talnakh,RU,2021-08-08 23:38:33,69.4865,88.3972,62.76,58,1,3.13
275,Rantepao,ID,2021-08-08 23:38:34,-2.9701,119.8978,70.99,88,74,0.2
276,Padang,ID,2021-08-08 23:38:34,-0.9492,100.3543,77.05,85,82,3.76
277,Altay,CN,2021-08-08 23:38:34,47.8667,88.1167,65.41,33,23,6.46
278,Semey,KZ,2021-08-08 23:38:35,50.4111,80.2275,64.62,94,75,4.47
279,Cockburn Town,TC,2021-08-08 23:36:20,21.4612,-71.1419,84.16,70,40,17.27
280,Juazeiro,BR,2021-08-08 23:38:35,-9.4117,-40.4986,77.18,38,0,5.75
281,Sao Filipe,CV,2021-08-08 23:38:36,14.8961,-24.4956,78.94,85,28,2.77
282,San Andres,CO,2021-08-08 23:38:36,12.5847,-81.7006,84.22,70,90,11.5
283,Bolshaya Rechka,RU,2021-08-08 23:38:36,51.9503,104.7355,52.07,70,23,2.51
284,Gambela,ET,2021-08-08 23:38:37,8.25,34.5833,71.2,90,100,1.83
285,Mexico,PH,2021-08-08 23:35:17,15.0646,120.7198,83.14,80,94,2.39
286,Fethiye,TR,2021-08-08 23:38:37,36.6217,29.1164,82.27,49,0,6.02
287,Kalispell,US,2021-08-08 23:36:34,48.1958,-114.3129,70.61,77,90,10.36
288,Great Yarmouth,GB,2021-08-08 23:37:01,52.6083,1.7305,57.45,84,28,14.99
289,Shushtar,IR,2021-08-08 23:38:38,32.0455,48.8567,95.02,12,0,1.77
290,Otavalo,EC,2021-08-08 23:38:38,0.2333,-78.2667,61.02,93,74,2.77
291,Chokurdakh,RU,2021-08-08 23:38:38,70.6333,147.9167,67.84,40,64,14.85
292,Aketi,CD,2021-08-08 23:38:39,2.7388,23.7833,68.79,98,55,1.77
293,Vila,PT,2021-08-08 23:38:39,42.0304,-8.1588,53.71,85,100,4.23
294,La Ronge,CA,2021-08-08 23:38:39,55.1001,-105.2842,70.02,56,75,9.22
295,Masiga,PH,2021-08-08 23:38:40,13.3607,121.8278,82.04,74,99,3.51
