City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,Toamasina,MG,-18.1667,49.3833,60.8,94,20,3.44,few clouds
260,Inuvik,CA,68.3499,-133.7218,56.26,44,75,2.3,broken clouds
261,Nador,MA,35.174,-2.9287,68.25,77,0,3.44,clear sky
262,Hokitika,NZ,-42.7167,170.9667,45.88,60,0,5.75,clear sky
263,Robertsport,LR,6.7533,-11.3686,78.69,75,100,13.82,overcast clouds
264,Kaoma,ZM,-14.7833,24.8,51.87,53,0,5.82,clear sky
265,Zyryanskoye,RU,56.8306,86.6258,72.75,66,70,3.15,broken clouds
266,Kawalu,ID,-7.3817,108.2082,85.53,62,64,4.07,broken clouds
267,Luang Prabang,LA,19.8856,102.1347,85.96,79,75,4.61,broken clouds
268,Emba,KZ,48.8264,58.1442,73.81,42,0,13.47,clear sky
269,Nuuk,GL,64.1835,-51.7216,43.41,93,75,5.75,broken clouds
270,Biltine,TD,14.5333,20.9167,74.01,79,100,4.23,overcast clouds
271,The Valley,AI,18.217,-63.0578,82.26,76,100,21.27,overcast clouds
272,Leningradskiy,RU,69.3833,178.4167,40.12,74,24,16.71,few clouds
273,Beloha,MG,-25.1667,45.05,59.23,94,0,5.14,clear sky
274,Kaka,TM,37.3482,59.6143,94.12,13,0,3.33,clear sky
275,Saint-Dizier,FR,48.4167,5.0833,57.25,89,92,6.98,overcast clouds
276,Constitucion,CL,-35.3333,-72.4167,47.21,75,86,3.0,overcast clouds
277,Longyearbyen,SJ,78.2186,15.6401,40.84,87,75,4.61,broken clouds
278,Twentynine Palms,US,34.1356,-116.0542,96.94,15,0,8.01,clear sky
279,Pirganj,BD,25.8523,88.3618,89.17,66,37,5.86,scattered clouds
280,Slidell,US,30.2752,-89.7812,86.0,80,1,11.99,clear sky
281,Kattivakkam,IN,13.2167,80.3167,89.69,63,100,10.51,overcast clouds
282,Bengkulu,ID,-3.8004,102.2655,84.09,69,94,1.79,overcast clouds
283,Mount Gambier,AU,-37.8333,140.7667,60.71,55,40,17.27,scattered clouds
284,Zhuhai,CN,22.2769,113.5678,87.78,84,40,14.97,light rain
285,Butembo,CD,0.15,29.2833,55.42,95,36,2.21,scattered clouds
286,Tabou,CI,4.423,-7.3528,75.15,88,94,9.93,light rain
287,Sawakin,SD,19.1059,37.3321,91.96,47,25,15.39,scattered clouds
288,Gat,IL,31.61,34.7642,77.92,100,4,2.13,clear sky
289,Teahupoo,PF,-17.8333,-149.2667,78.76,77,72,12.33,broken clouds
290,Kyaikto,MM,17.3,97.0167,85.64,74,74,5.82,broken clouds
291,Ladario,BR,-19.0047,-57.6017,71.2,42,43,0.81,scattered clouds
292,Neka,IR,36.6508,53.299,78.31,83,0,4.61,clear sky
293,Hamilton,US,39.1834,-84.5333,79.41,77,1,0.0,clear sky
294,Rocha,UY,-34.4833,-54.3333,52.65,96,100,13.8,moderate rain
295,Verkhnyaya Inta,RU,65.9811,60.3094,48.0,96,100,5.32,overcast clouds
296,Margate,GB,51.3813,1.3862,60.51,85,98,4.0,overcast clouds
297,Puri,IN,19.8,85.85,86.52,72,99,17.27,overcast clouds
298,Buba,GW,11.5833,-15.0,74.48,94,100,2.55,overcast clouds
299,Alice Springs,AU,-23.7,133.8833,71.15,17,0,6.91,clear sky
300,Najran,SA,17.4924,44.1277,79.45,35,75,5.32,broken clouds
301,Jieshi,CN,22.8134,115.8257,85.23,74,100,10.42,overcast clouds
302,Sarlat-La-Caneda,FR,44.889,1.2166,54.64,95,100,1.92,overcast clouds
303,Soubre,CI,5.7856,-6.6083,71.74,97,100,2.91,light rain
304,Zhanaozen,KZ,43.3,52.8,93.92,14,12,10.25,few clouds
305,Eyl,SO,7.9803,49.8164,77.85,74,51,23.87,broken clouds
306,Changji,CN,44.0167,87.3167,86.79,25,0,6.71,clear sky
307,Taoudenni,ML,22.6783,-3.9836,96.91,11,1,6.11,clear sky
308,Aykhal,RU,66.0,111.5,62.46,64,85,8.48,overcast clouds
309,Nanortalik,GL,60.1432,-45.2371,42.46,93,44,12.15,scattered clouds
310,Barsinghausen,DE,52.3105,9.4561,58.35,80,55,7.05,broken clouds
311,Inirida,CO,3.8653,-67.9239,71.89,95,98,1.88,overcast clouds
312,Natal,BR,-5.795,-35.2094,75.85,94,75,9.22,broken clouds
313,Prieska,ZA,-29.6641,22.7474,42.17,89,17,5.86,few clouds
314,Birjand,IR,32.8663,59.2211,77.47,18,0,0.0,clear sky
315,Caravelas,BR,-17.7125,-39.2481,67.37,85,1,5.44,clear sky
316,Surt,LY,31.2089,16.5887,80.06,75,0,11.34,clear sky
317,Hasaki,JP,35.7333,140.8333,86.4,82,63,29.64,broken clouds
318,Oriximina,BR,-1.7656,-55.8661,76.87,69,32,2.86,scattered clouds
319,Yaan,NG,7.3833,8.5667,70.43,97,94,4.09,overcast clouds
320,Dunedin,NZ,-45.8742,170.5036,50.81,60,63,8.01,broken clouds
321,La Union,PE,-5.4,-80.75,64.71,74,5,14.72,clear sky
322,Broome,US,42.2506,-75.833,71.98,89,1,8.05,clear sky
323,Mukhen,RU,48.1,136.1,57.47,93,100,3.76,overcast clouds
324,Kuala Terengganu,MY,5.3302,103.1408,89.55,66,20,3.44,few clouds
325,Taybad,IR,34.74,60.7756,87.85,13,0,23.55,clear sky
326,Tabora,TZ,-5.0167,32.8,64.02,56,18,3.76,few clouds
327,Yumen,CN,40.2833,97.2,84.85,15,5,8.61,clear sky
328,Hecun,CN,36.5333,114.1111,86.13,60,6,2.91,light rain
329,Alyangula,AU,-13.8483,136.4192,84.07,54,40,10.36,scattered clouds
330,Kamenskiy,RU,50.8855,45.488,78.42,38,100,11.07,overcast clouds
331,Mount Isa,AU,-20.7333,139.5,80.37,21,0,10.36,clear sky
332,Pedernales,DO,18.0384,-71.744,81.14,74,6,1.95,clear sky
333,Ancud,CL,-41.8697,-73.8203,41.43,85,13,3.29,few clouds
334,Noumea,NC,-22.2763,166.4572,66.18,68,76,18.34,light rain
335,Santa Marta,CO,11.2408,-74.199,84.97,71,75,10.0,broken clouds
336,Prince Rupert,CA,54.3161,-130.3201,60.49,83,75,3.44,broken clouds
337,Bathsheba,BB,13.2167,-59.5167,83.01,69,40,19.57,scattered clouds
338,Singuilucan,MX,19.9667,-98.5167,52.99,95,83,4.83,broken clouds
339,Puerto Escondido,MX,15.85,-97.0667,81.43,74,90,0.0,overcast clouds
340,High Level,CA,58.5169,-117.136,57.31,77,75,4.61,broken clouds
341,Tateyama,JP,34.9833,139.8667,89.62,85,92,32.41,overcast clouds
342,Buta,CD,2.7858,24.73,67.3,100,79,1.86,light rain
343,Yar-Sale,RU,66.8333,70.8333,52.88,66,100,16.84,overcast clouds
344,Chabahar,IR,25.2919,60.643,82.17,78,33,11.54,scattered clouds
345,Bunia,CD,1.5667,30.25,62.58,93,98,2.15,light rain
346,Karatau,KZ,43.1667,70.4667,81.64,24,0,9.42,clear sky
347,Hervey Bay,AU,-25.2986,152.8535,71.04,79,95,16.58,overcast clouds
348,Goderich,CA,43.7501,-81.7165,73.9,83,99,6.91,overcast clouds
349,Camopi,GF,3.1655,-52.3158,71.67,99,51,2.82,broken clouds
350,Phonhong,LA,18.5007,102.4166,91.22,59,93,1.63,overcast clouds
351,Baykit,RU,61.67,96.37,69.87,60,70,5.55,light rain
352,Vestmannaeyjar,IS,63.4427,-20.2734,56.35,78,100,9.48,overcast clouds
353,Korla,CN,41.7597,86.1469,86.77,26,17,12.17,few clouds
354,Nichinan,JP,31.6,131.3667,91.08,65,11,16.13,few clouds
355,Dumas,US,35.8656,-101.9732,83.62,57,1,9.22,clear sky
356,Pavilosta,LV,56.8879,21.1859,62.55,86,95,13.02,overcast clouds
357,Tuatapere,NZ,-46.1333,167.6833,43.83,94,95,6.29,overcast clouds
358,Berdigestyakh,RU,62.0989,126.6992,77.74,34,61,7.94,broken clouds
359,Atasu,KZ,48.6814,71.6433,68.43,43,9,15.28,clear sky
360,Aswan,EG,24.0934,32.907,89.15,34,0,6.02,clear sky
361,Omboue,GA,-1.5746,9.2618,73.99,82,93,6.51,overcast clouds
362,Itoman,JP,26.1247,127.6694,84.97,89,20,8.05,mist
363,Tukrah,LY,32.5341,20.5791,78.58,73,0,13.56,clear sky
364,Aginskoye,RU,51.1,114.53,64.54,78,99,3.24,overcast clouds
365,Nioro,GM,13.35,-15.75,76.05,94,97,5.17,overcast clouds
366,Hiroshima,JP,34.3963,132.4594,83.98,90,100,13.0,overcast clouds
367,Esperance,AU,-33.8667,121.9,66.04,71,33,21.88,scattered clouds
368,Kampot,KH,10.6167,104.1833,87.85,62,75,12.26,broken clouds
369,Denpasar,ID,-8.65,115.2167,83.86,79,40,14.97,scattered clouds
370,Maniitsoq,GL,65.4167,-52.9,41.5,80,35,2.48,scattered clouds
371,Yerbogachen,RU,61.2767,108.0108,70.03,34,9,3.76,clear sky
372,Uige,AO,-7.6087,15.0613,59.59,96,18,0.87,few clouds
373,Ahtopol,BG,42.1,27.95,64.87,64,0,4.76,clear sky
374,Rivadavia,AR,-33.1905,-68.4608,46.87,81,98,13.91,overcast clouds
375,Port-Cartier,CA,50.0334,-66.8654,51.75,69,0,3.38,clear sky
376,Cheremukhovo,RU,60.3484,59.9851,57.36,79,100,4.05,overcast clouds
377,Rio Bueno,CL,-40.3167,-72.9667,32.14,99,7,2.1,clear sky
378,Nur,PL,52.6683,22.3221,60.78,83,97,5.77,overcast clouds
379,Tarakan,ID,3.3,117.6333,83.7,84,40,3.44,scattered clouds
380,Knysna,ZA,-34.0363,23.0471,52.18,89,100,17.2,light rain
381,Chivilcoy,AR,-34.8957,-60.0167,42.03,64,100,18.01,light rain
382,Klichka,RU,50.4457,117.996,62.58,91,100,3.89,overcast clouds
383,Buraydah,SA,26.326,43.975,86.45,15,34,5.35,scattered clouds
384,Sangar,RU,63.9242,127.4739,72.45,29,81,11.95,broken clouds
385,Nishihara,JP,26.1842,127.7558,84.25,89,40,8.05,mist
386,Olafsvik,IS,64.8945,-23.7142,55.36,89,100,11.23,overcast clouds
387,Khatanga,RU,71.9667,102.5,54.99,83,99,11.92,overcast clouds
388,Mattru,SL,7.6244,-11.8332,73.76,89,100,1.92,overcast clouds
389,Kimbe,PG,-5.5502,150.1429,83.41,76,61,1.88,moderate rain
390,Tokur,RU,53.1333,132.9,62.19,49,99,5.17,overcast clouds
391,Vila,PT,42.0304,-8.1588,51.33,88,100,3.11,overcast clouds
392,General Elizardo Aquino,PY,-24.4333,-56.7,73.72,38,75,8.77,broken clouds
393,Isabela,PH,6.7085,121.9711,86.32,63,95,5.86,overcast clouds
394,Thompson,CA,55.7435,-97.8558,60.96,82,40,5.75,scattered clouds
395,Rantauprapat,ID,2.1,99.8333,88.75,62,47,0.6,scattered clouds
396,Takoradi,GH,4.8845,-1.7554,74.84,90,77,8.99,light rain
397,Yarada,IN,17.65,83.2667,89.92,70,40,9.22,haze
398,Dumai,ID,1.6833,101.45,88.45,63,64,3.13,broken clouds
399,Bam,IR,29.106,58.357,90.55,11,0,14.43,clear sky
400,Bosaso,SO,11.2842,49.1816,91.24,39,26,14.63,scattered clouds
401,Grand Gaube,MU,-20.0064,57.6608,69.39,89,41,1.99,light rain
402,Sortavala,RU,61.7053,30.6918,60.46,96,99,4.85,overcast clouds
403,Morant Bay,JM,17.8815,-76.4093,82.02,81,5,5.91,clear sky
404,Akabira,JP,43.5514,142.0531,78.64,63,100,8.86,overcast clouds
405,Vangaindrano,MG,-23.35,47.6,63.36,89,46,5.68,scattered clouds
406,Vostok,RU,46.4856,135.8833,61.92,65,100,6.31,overcast clouds
407,Cascais,PT,38.6979,-9.4215,63.46,76,2,1.01,clear sky
408,Maralal,KE,1.0968,36.698,58.15,81,69,1.23,broken clouds
409,Staunton,US,38.1496,-79.0717,70.05,77,1,0.0,clear sky
410,Hapao,PH,16.8797,121.016,83.64,63,76,2.53,broken clouds
411,Pacific Grove,US,36.6177,-121.9166,71.15,90,90,1.01,haze
412,Norilsk,RU,69.3535,88.2027,70.59,44,22,9.24,few clouds
413,Baherden,TM,38.4362,57.4316,95.85,13,0,10.07,clear sky
414,Kavieng,PG,-2.5744,150.7967,85.05,66,35,11.39,scattered clouds
415,Tab,HU,46.7314,18.032,64.24,79,59,8.81,broken clouds
416,Tselinnoye,RU,53.0833,85.6667,78.66,42,100,6.73,overcast clouds
417,Hailar,CN,49.2,119.7,72.16,65,100,10.31,light rain
418,Siguiri,GN,11.6667,-9.5,71.22,97,100,2.93,overcast clouds
419,Guadalupe,MX,25.6833,-100.25,87.21,54,1,8.05,clear sky
420,Socorro,US,31.6546,-106.3033,90.61,31,75,13.8,broken clouds
421,Porto Belo,BR,-27.1578,-48.5531,64.38,94,18,5.08,few clouds
422,Valdez,EC,1.2492,-78.9831,77.79,80,100,9.89,overcast clouds
423,Dergachi,RU,51.2328,48.7659,79.79,39,91,9.37,overcast clouds
424,Jiazi,CN,22.8779,116.067,86.4,71,100,10.76,overcast clouds
425,Andenes,NO,69.3143,16.1194,57.47,82,75,9.22,broken clouds
426,George,ZA,-33.963,22.4617,49.55,93,90,14.97,light rain
427,Yulara,AU,-25.2406,130.9889,71.44,16,0,8.05,clear sky
428,Belmonte,BR,-15.8631,-38.8828,68.5,84,51,7.52,broken clouds
429,Norman Wells,CA,65.282,-126.8329,57.24,58,75,8.05,broken clouds
430,Tupiza,BO,-21.45,-65.7167,47.89,17,21,9.01,few clouds
431,Ubinskoye,RU,55.3068,79.6802,63.27,95,99,6.42,light rain
432,Necochea,AR,-38.5473,-58.7368,46.04,80,91,3.36,overcast clouds
433,Atagay,RU,55.1033,99.3875,76.14,39,13,4.07,few clouds
434,Laem Sing,TH,12.4816,102.0738,88.14,75,88,8.19,overcast clouds
435,Labod,HU,46.2053,17.4542,68.67,74,21,6.69,few clouds
436,Nybro,SE,56.7446,15.9071,61.05,94,100,4.23,overcast clouds
437,Antalaha,MG,-14.9003,50.2788,67.42,80,4,5.08,clear sky
438,Kruisfontein,ZA,-34.0033,24.7314,48.88,75,100,26.28,overcast clouds
439,Smolenka,RU,52.1352,113.4974,62.67,82,20,0.0,few clouds
440,Nicoya,CR,10.1483,-85.452,71.15,91,100,1.7,overcast clouds
441,Nieuw Nickerie,SR,5.95,-56.9833,77.9,86,100,6.17,overcast clouds
442,Odessa,UA,46.4775,30.7326,58.93,100,0,4.47,clear sky
443,Tartus,SY,34.889,35.8866,79.09,72,0,13.6,clear sky
444,Tupik,RU,54.4253,119.9327,54.0,96,100,4.68,overcast clouds
445,Shelburne,CA,44.0787,-80.2041,69.85,94,79,7.27,broken clouds
446,Northam,GB,51.0333,-4.2167,59.67,97,95,13.18,overcast clouds
447,Chara,RU,56.9064,118.2631,58.96,90,100,3.51,light rain
448,Faya,SA,18.3851,42.4509,72.12,42,62,4.76,broken clouds
449,Novoomskiy,RU,54.8415,73.3017,66.22,94,75,6.71,broken clouds
450,Vila Franca Do Campo,PT,37.7167,-25.4333,70.21,89,48,10.13,scattered clouds
451,Mardin,TR,37.3131,40.7436,67.26,53,0,3.44,clear sky
452,Xuddur,SO,4.1213,43.8894,71.33,75,100,19.06,overcast clouds
453,Outlook,CA,51.5001,-107.0513,62.29,49,100,6.8,overcast clouds
454,Sitka,US,57.0531,-135.33,57.09,88,90,14.97,moderate rain
455,Katangli,RU,51.7102,143.2326,58.95,70,86,11.27,overcast clouds
456,Mahajanga,MG,-15.7167,46.3167,68.02,83,20,5.75,few clouds
457,Kihei,US,20.785,-156.4656,82.42,68,20,24.16,few clouds
458,Bandarbeyla,SO,9.4942,50.8122,76.71,77,59,23.91,broken clouds
459,Ialibu,PG,-6.2821,143.9935,68.63,92,100,2.57,overcast clouds
460,Kibakwe,TZ,-6.7167,36.3667,55.92,81,1,2.98,clear sky
461,Neuquen,AR,-38.9516,-68.0591,33.69,75,0,0.0,clear sky
462,Tongren,CN,27.7172,109.1853,81.46,89,100,3.4,light rain
463,Mayahi,NE,13.9553,7.6712,78.04,72,77,13.24,broken clouds
464,Rorvik,NO,64.8621,11.2373,56.84,87,26,5.68,scattered clouds
465,Strasice,CZ,49.7355,13.7576,53.6,95,9,3.96,clear sky
466,Shimoda,JP,34.6667,138.95,86.36,90,91,28.1,overcast clouds
467,Santa Cecilia,BR,-26.9608,-50.4269,51.42,84,31,2.57,scattered clouds
468,Tallahassee,US,30.4383,-84.2807,81.64,91,1,0.0,clear sky
469,Les Cayes,HT,18.2,-73.75,77.47,85,17,2.06,few clouds
470,Picos,BR,-7.0769,-41.4669,67.1,41,0,3.33,clear sky
471,Jiangyou,CN,31.7667,104.7167,88.72,61,89,4.43,overcast clouds
472,Camacha,PT,33.0833,-16.3333,66.52,68,20,8.05,few clouds
473,Nouadhibou,MR,20.931,-17.0347,69.73,85,1,17.83,clear sky
474,Bilibino,RU,68.0546,166.4372,67.46,27,58,3.04,broken clouds
475,Linjiang,CN,41.8069,126.9078,89.83,36,0,2.89,clear sky
476,Sabha,LY,27.0377,14.4283,83.62,25,1,11.1,clear sky
477,Adrar,MR,20.5022,-10.0711,82.35,24,34,11.48,scattered clouds
478,Okakarara,NA,-20.5833,17.4333,48.18,38,18,2.84,few clouds
479,Prado,BR,-17.3411,-39.2208,68.27,83,0,6.51,clear sky
480,Makakilo City,US,21.3469,-158.0858,82.72,61,75,16.11,broken clouds
481,Waingapu,ID,-9.6567,120.2641,84.72,52,61,12.41,broken clouds
482,Ouallam,NE,14.3188,2.0866,81.59,71,82,14.99,broken clouds
483,Oksfjord,NO,70.2396,22.3479,63.52,80,100,12.41,overcast clouds
484,Agapovka,RU,53.2973,59.1348,63.61,61,27,8.01,scattered clouds
485,Chirala,IN,15.8167,80.35,90.01,61,87,9.37,overcast clouds
486,Lavrentiya,RU,65.5833,-171.0,46.54,80,46,14.79,scattered clouds
487,Jaynagar,IN,26.5833,86.15,89.28,64,29,5.14,scattered clouds
488,Merauke,ID,-8.4667,140.3333,81.14,77,100,13.62,overcast clouds
489,Los Andes,CL,-32.8337,-70.5983,40.48,81,4,1.52,clear sky
490,Lodwar,KE,3.1191,35.5973,78.24,66,100,13.22,light rain
491,Singaraja,ID,-8.112,115.0882,84.51,68,32,6.29,scattered clouds
492,Marsh Harbour,BS,26.5412,-77.0636,83.14,73,0,10.45,clear sky
493,Quatre Cocos,MU,-20.2078,57.7625,69.1,84,82,12.3,light rain
494,Ternate,ID,0.8,127.4,83.7,70,66,8.14,broken clouds
495,Stabat,ID,3.761,98.4513,79.0,77,40,2.19,moderate rain
496,Sao Desiderio,BR,-12.3633,-44.9733,62.51,81,6,3.65,clear sky
497,Plavinas,LV,56.6178,25.7255,57.58,98,69,4.54,broken clouds
498,Lorengau,PG,-2.0226,147.2712,84.67,69,20,9.73,few clouds
499,Chimbote,PE,-9.0853,-78.5783,63.09,82,41,10.29,scattered clouds
500,Karakol,KG,42.4907,78.3936,74.52,23,1,6.22,clear sky
501,Pecos,US,31.4229,-103.4932,92.23,33,1,13.8,clear sky
502,Wajima,JP,37.4,136.9,88.48,74,75,19.57,light rain
503,Itarare,BR,-24.1125,-49.3317,57.56,76,7,3.29,clear sky
504,General Pico,AR,-35.6566,-63.7568,42.4,88,100,10.07,light rain
505,Luau,AO,-10.7073,22.2247,59.14,34,0,3.24,clear sky
506,Stephenville,US,32.2207,-98.2023,87.8,56,1,11.5,clear sky
507,Dunajska Streda,SK,47.9927,17.6121,60.94,92,21,7.81,few clouds
508,Portland,US,45.5234,-122.6762,72.91,60,20,3.0,few clouds
509,Lompoc,US,34.6391,-120.4579,66.22,88,75,8.05,fog
510,Guiren,CN,33.6697,118.1889,77.88,87,100,6.71,light rain
511,Ouro Preto Do Oeste,BR,-10.7481,-62.2158,76.28,42,0,1.52,clear sky
512,Port Hedland,AU,-20.3167,118.5667,82.45,17,5,16.11,clear sky
513,Northview,US,43.0456,-85.6006,79.43,83,75,1.99,broken clouds
514,Goya,AR,-29.14,-59.2626,69.78,53,90,9.89,overcast clouds
515,Raudeberg,NO,61.9875,5.1352,59.2,72,15,5.79,few clouds
516,High Prairie,CA,55.4334,-116.4858,61.9,71,9,7.34,clear sky
517,Santa Rosa,PH,14.3122,121.1114,89.1,61,95,9.42,overcast clouds
518,Banjar,ID,-8.19,114.9675,84.06,65,39,4.03,scattered clouds
519,Kiri Buru,IN,22.0833,85.35,85.95,64,25,7.81,scattered clouds
520,Luderitz,NA,-26.6481,15.1594,54.21,83,60,6.89,broken clouds
521,Barao De Melgaco,BR,-16.1944,-55.9675,77.52,40,98,3.96,overcast clouds
522,Makokou,GA,0.5738,12.8642,66.02,97,27,2.51,scattered clouds
523,Linxia,CN,35.6003,103.2064,78.67,35,52,5.53,broken clouds
524,Los Algarrobos,PA,8.5,-82.4333,75.4,89,100,0.36,overcast clouds
525,Begoro,GH,6.3871,-0.3774,68.49,95,98,4.97,overcast clouds
526,Vardo,NO,70.3705,31.1107,53.8,81,36,7.65,scattered clouds
527,Ati,TD,13.2154,18.3353,74.46,83,100,6.55,overcast clouds
528,Kjollefjord,NO,70.9457,27.3465,53.42,76,0,4.61,clear sky
529,Bowen,AU,-20.0167,148.2333,75.42,56,0,19.75,clear sky
530,Mersing,MY,2.4312,103.8405,87.71,74,40,2.3,scattered clouds
531,Burns Lake,CA,54.2331,-125.7533,65.62,59,20,8.16,few clouds
532,Hofn,IS,64.2539,-15.2082,54.25,80,12,3.47,few clouds
533,Koindu,GN,8.4386,-10.3253,69.85,99,100,3.96,light rain
534,Mana,GF,5.6592,-53.7767,77.2,89,100,11.07,overcast clouds
535,Bikin,RU,46.8161,134.26,59.86,89,100,3.15,overcast clouds
536,Sept-Iles,CA,50.2001,-66.3821,52.05,84,1,3.44,clear sky
537,Anaconda,US,46.1285,-112.9423,50.99,91,46,3.15,scattered clouds
538,Kirakira,SB,-10.4544,161.9205,80.4,81,55,5.66,light rain
539,La Ronge,CA,55.1001,-105.2842,64.65,63,75,8.05,broken clouds
540,Kitob,UZ,39.0843,66.8332,81.18,13,0,4.05,clear sky
541,Hearst,CA,49.6835,-83.6665,68.25,98,100,6.58,overcast clouds
542,Bahir Dar,ET,11.5936,37.3908,59.29,94,82,2.98,light rain
543,Worland,US,44.0169,-107.9554,87.89,21,1,3.44,clear sky
544,Los Angeles,US,34.0522,-118.2437,83.44,75,1,6.91,haze
545,Peleduy,RU,59.6289,112.7406,55.76,87,100,2.42,overcast clouds
546,Rokytne,UA,51.2796,27.214,63.45,89,26,2.95,scattered clouds
547,Aranos,NA,-24.1333,19.1167,47.89,41,40,2.48,scattered clouds
548,Fereydun Kenar,IR,36.6864,52.5225,79.11,66,0,4.92,clear sky
549,Comodoro Rivadavia,AR,-45.8667,-67.5,39.06,52,0,5.75,clear sky
550,Coihaique,CL,-45.5752,-72.0662,31.95,93,0,2.3,clear sky
551,Dzaoudzi,YT,-12.7887,45.2699,75.09,78,0,9.22,clear sky
552,Balkhash,KZ,46.844,74.9804,74.01,53,0,20.13,clear sky
553,Port Moresby,PG,-9.4431,147.1797,83.62,65,75,11.5,broken clouds
554,Acapulco,MX,16.8634,-99.8901,78.84,86,56,6.11,broken clouds
555,Kahului,US,20.8947,-156.47,82.98,67,20,24.16,few clouds
556,Bezopasnoye,RU,45.6483,41.936,75.81,69,100,8.66,overcast clouds
557,Odesskoye,RU,54.2111,72.9651,68.58,80,78,10.6,broken clouds
558,Port Blair,IN,11.6667,92.75,84.24,89,40,11.5,scattered clouds
559,Hvide Sande,DK,56.0045,8.1294,62.01,86,57,16.42,broken clouds
560,Chitral,PK,35.8462,71.7858,80.06,33,6,1.54,clear sky
561,Cairns,AU,-16.9167,145.7667,78.06,90,75,12.66,light intensity shower rain
562,Casper,US,42.8666,-106.3131,76.5,29,1,8.05,clear sky
563,Fairlie,GB,55.756,-4.8556,59.22,92,100,4.07,overcast clouds
564,Gravdal,NO,68.1214,13.5031,57.47,83,68,8.19,broken clouds
565,Coquimbo,CL,-29.9533,-71.3436,51.53,87,0,6.91,clear sky
566,Malanville,BJ,11.8685,3.3899,74.64,92,75,5.91,broken clouds
567,Porto Novo,BJ,6.4965,2.6036,76.82,92,96,7.23,light rain
568,El Alto,PE,-4.2714,-81.2147,63.95,77,5,16.62,clear sky
569,Tanout,NE,14.9709,8.8879,81.27,62,93,5.95,overcast clouds
570,Guymon,US,36.6828,-101.4816,75.2,69,1,4.61,clear sky
571,Ketchikan,US,55.3422,-131.6461,62.47,79,72,6.38,broken clouds
572,Rio Grande,BR,-32.035,-52.0986,59.68,88,74,9.8,broken clouds
573,Matagalpa,NI,12.9256,-85.9175,66.24,86,100,4.32,overcast clouds
574,Pringsewu,ID,-5.3582,104.9744,89.42,54,51,5.32,broken clouds
575,Lasa,IT,46.6166,10.7002,58.08,90,67,2.82,broken clouds
576,Chimore,BO,-16.9833,-65.1333,72.09,56,19,2.1,few clouds
577,Luanda,AO,-8.8368,13.2343,69.8,94,40,3.44,scattered clouds
578,Ayagoz,KZ,47.9714,80.4392,82.56,24,84,7.52,broken clouds
579,Pitimbu,BR,-7.4706,-34.8086,73.99,88,41,8.03,scattered clouds
580,Jeremie,HT,18.65,-74.1167,80.62,81,25,4.12,scattered clouds
581,Burnie,AU,-41.0667,145.9167,55.92,73,100,4.14,overcast clouds
582,Curaca,BR,-8.9903,-39.9094,66.9,61,0,11.39,clear sky
583,Puerto Leguizamo,CO,-0.1934,-74.7819,71.96,97,85,2.1,overcast clouds
584,Port Hardy,CA,50.6996,-127.4199,60.98,82,90,11.5,overcast clouds
585,Matagami,CA,49.7502,-77.6328,62.71,88,90,8.05,overcast clouds
586,Marsa Matruh,EG,31.3525,27.2453,78.15,63,0,9.93,clear sky
587,Daru,PG,-9.0763,143.2092,76.44,90,100,15.79,overcast clouds
588,Dagana,MR,16.5165,-15.5068,82.38,74,76,14.54,broken clouds
589,Afyonkarahisar,TR,38.75,30.6667,54.66,94,0,5.75,clear sky
590,Namie,JP,37.4833,141.0,82.94,97,100,8.21,light rain
591,Narsaq,GL,60.9167,-46.05,44.82,84,4,2.33,clear sky
592,Oistins,BB,13.0667,-59.5333,82.49,69,40,19.57,scattered clouds
593,Nara,JP,34.6851,135.8049,81.77,74,93,23.0,overcast clouds
594,Sioux Lookout,CA,50.1001,-91.917,68.38,100,20,3.44,few clouds
595,Batagay-Alyta,RU,67.8006,130.4114,78.3,19,8,7.14,clear sky
596,Severnyy-Kospashskiy,RU,59.0925,57.8008,56.61,99,100,7.76,overcast clouds
597,Oktyabrskiy,RU,54.4815,53.471,67.08,44,8,4.72,clear sky
598,Kannod,IN,22.6667,76.7333,79.29,82,100,10.85,overcast clouds
599,Muroto,JP,33.2833,134.15,82.44,88,99,32.82,overcast clouds
600,Ilulissat,GL,69.2167,-51.1,42.82,87,75,3.44,broken clouds
601,Taclobo,PH,12.3074,122.586,82.0,79,100,8.03,light rain
602,Barbacena,BR,-21.2258,-43.7736,54.79,82,100,5.61,overcast clouds
