City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
329,Alyangula,AU,84.07,scattered clouds,-13.8483,136.4192,Groote Eylandt Lodge
330,Kamenskiy,RU,78.42,overcast clouds,50.8855,45.488,
331,Mount Isa,AU,80.37,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
332,Pedernales,DO,81.14,clear sky,18.0384,-71.744,Hotel Costa Marina
335,Santa Marta,CO,84.97,broken clouds,11.2408,-74.199,Casa de Isabella
337,Bathsheba,BB,83.01,scattered clouds,13.2167,-59.5167,Atlantis Hotel
339,Puerto Escondido,MX,81.43,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
341,Tateyama,JP,89.62,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
344,Chabahar,IR,82.17,scattered clouds,25.2919,60.643,هتل گدروشیا
346,Karatau,KZ,81.64,clear sky,43.1667,70.4667,Baza Zika
347,Hervey Bay,AU,71.04,overcast clouds,-25.2986,152.8535,Shelly Bay Resort
348,Goderich,CA,73.9,overcast clouds,43.7501,-81.7165,Harmony Inn
349,Camopi,GF,71.67,broken clouds,3.1655,-52.3158,
350,Phonhong,LA,91.22,overcast clouds,18.5007,102.4166,Manyvong Guest House
351,Baykit,RU,69.87,light rain,61.67,96.37,
353,Korla,CN,86.77,few clouds,41.7597,86.1469,Gulisitan Hotel
354,Nichinan,JP,91.08,few clouds,31.6,131.3667,Guest House Aki
355,Dumas,US,83.62,clear sky,35.8656,-101.9732,"Holiday Inn Express & Suites Dumas, an IHG Hotel"
358,Berdigestyakh,RU,77.74,broken clouds,62.0989,126.6992,
360,Aswan,EG,89.15,clear sky,24.0934,32.907,Nuba Nile
361,Omboue,GA,73.99,overcast clouds,-1.5746,9.2618,Hotel Olako
362,Itoman,JP,84.97,mist,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
363,Tukrah,LY,78.58,clear sky,32.5341,20.5791,Lokta restaurant
365,Nioro,GM,76.05,overcast clouds,13.35,-15.75,
366,Hiroshima,JP,83.98,overcast clouds,34.3963,132.4594,Oriental Hotel Hiroshima
368,Kampot,KH,87.85,broken clouds,10.6167,104.1833,Two Moons Hotel
369,Denpasar,ID,83.86,scattered clouds,-8.65,115.2167,ASTON Denpasar Hotel & Convention Center
371,Yerbogachen,RU,70.03,clear sky,61.2767,108.0108,
379,Tarakan,ID,83.7,scattered clouds,3.3,117.6333,RedDoorz Syariah near Taman Berlabuh Tarakan
383,Buraydah,SA,86.45,scattered clouds,26.326,43.975,فندق راحة السلام
384,Sangar,RU,72.45,broken clouds,63.9242,127.4739,
385,Nishihara,JP,84.25,mist,26.1842,127.7558,Minshuku Agaihama
388,Mattru,SL,73.76,overcast clouds,7.6244,-11.8332,"Mondkor Town, Bagbo Chiefdom, Bo District"
389,Kimbe,PG,83.41,moderate rain,-5.5502,150.1429,Kimbe Bay Hotel
392,General Elizardo Aquino,PY,73.72,broken clouds,-24.4333,-56.7,Caacupeii Jhugua Rey
393,Isabela,PH,86.32,overcast clouds,6.7085,121.9711,Isawad Resort
395,Rantauprapat,ID,88.75,scattered clouds,2.1,99.8333,Permata Land Hotel & Resort
396,Takoradi,GH,74.84,light rain,4.8845,-1.7554,Raybow International Hotel
397,Yarada,IN,89.92,haze,17.65,83.2667,Jeevan
398,Dumai,ID,88.45,broken clouds,1.6833,101.45,Grand Zuri Dumai
399,Bam,IR,90.55,clear sky,29.106,58.357,Bam Tourist Hotel
400,Bosaso,SO,91.24,scattered clouds,11.2842,49.1816,Red Sea Hotel
401,Grand Gaube,MU,69.39,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
403,Morant Bay,JM,82.02,clear sky,17.8815,-76.4093,Whispering Bamboo Cove Resort
404,Akabira,JP,78.64,overcast clouds,43.5514,142.0531,ゲストハウス かなちゃんち
409,Staunton,US,70.05,clear sky,38.1496,-79.0717,Hotel 24 South
410,Hapao,PH,83.64,broken clouds,16.8797,121.016,Native Village Inn
411,Pacific Grove,US,71.15,haze,36.6177,-121.9166,Lovers Point Inn
412,Norilsk,RU,70.59,few clouds,69.3535,88.2027,NordHostel
413,Baherden,TM,95.85,clear sky,38.4362,57.4316,
414,Kavieng,PG,85.05,scattered clouds,-2.5744,150.7967,Nusa Island Retreat
416,Tselinnoye,RU,78.66,overcast clouds,53.0833,85.6667,Zolotaya Podkova
417,Hailar,CN,72.16,light rain,49.2,119.7,Holiday Inn & Suites Hulunbuir
418,Siguiri,GN,71.22,overcast clouds,11.6667,-9.5,
419,Guadalupe,MX,87.21,clear sky,25.6833,-100.25,Fiesta Inn Monterrey Fundidora
420,Socorro,US,90.61,broken clouds,31.6546,-106.3033,guarderia imss papalote
422,Valdez,EC,77.79,overcast clouds,1.2492,-78.9831,Casa Alquiler Doña Yenner y Don Wacho
423,Dergachi,RU,79.79,overcast clouds,51.2328,48.7659,
424,Jiazi,CN,86.4,overcast clouds,22.8779,116.067,Hotel Jin Hao
427,Yulara,AU,71.44,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
433,Atagay,RU,76.14,few clouds,55.1033,99.3875,
434,Laem Sing,TH,88.14,overcast clouds,12.4816,102.0738,Laemsing Whitehouse Resort
440,Nicoya,CR,71.15,overcast clouds,10.1483,-85.452,Guayacan Real
441,Nieuw Nickerie,SR,77.9,overcast clouds,5.95,-56.9833,Ishwardat Inn
443,Tartus,SY,79.09,clear sky,34.889,35.8866,خيمة نبراس للاجئين
445,Shelburne,CA,69.85,broken clouds,44.0787,-80.2041,The Retreat at the Farm
448,Faya,SA,72.12,broken clouds,18.3851,42.4509,املاك خالد الشعشوع
450,Vila Franca Do Campo,PT,70.21,scattered clouds,37.7167,-25.4333,Pestana Bahia Praia
452,Xuddur,SO,71.33,overcast clouds,4.1213,43.8894,Banjanay Hotel
457,Kihei,US,82.42,few clouds,20.785,-156.4656,Maui Sunset
458,Bandarbeyla,SO,76.71,broken clouds,9.4942,50.8122,JABIR HOTEL
462,Tongren,CN,81.46,light rain,27.7172,109.1853,Fanjing Mountain International Conference Center
463,Mayahi,NE,78.04,broken clouds,13.9553,7.6712,
466,Shimoda,JP,86.36,overcast clouds,34.6667,138.95,Shimoda Tokyu Hotel
468,Tallahassee,US,81.64,clear sky,30.4383,-84.2807,Four Points by Sheraton Tallahassee Downtown
469,Les Cayes,HT,77.47,few clouds,18.2,-73.75,Villa Orphee
471,Jiangyou,CN,88.72,overcast clouds,31.7667,104.7167,Shangping Shuyuan Inn
473,Nouadhibou,MR,69.73,clear sky,20.931,-17.0347,El Medina
475,Linjiang,CN,89.83,clear sky,41.8069,126.9078,格林豪泰
476,Sabha,LY,83.62,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
477,Adrar,MR,82.35,scattered clouds,20.5022,-10.0711,
